DrugBank_ID,PubChem_CID,SMILES
DB01119,3019.0,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
DB00737,4034.0,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
DB06204,9838022.0,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C
DB00195,2369.0,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O
DB00237,2479.0,CCC(C)C1(C(=O)NC(=O)NC1=O)CC
DB00798,3467.0,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
DB01163,36273.0,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)O)C
DB00648,4211.0,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
DB06789,169870.0,CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C
DB00273,5284627.0,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
DB06282,1549000.0,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
DB01558,2441.0,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3
DB00802,51263.0,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC
DB00284,9811704.0,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO
DB01208,60464.0,CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F
DB00784,4044.0,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
DB00790,107807.0,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O
DB08912,44462760.0,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F
DB01038,18104.0,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO
DB01577,10836.0,CC(CC1=CC=CC=C1)NC
DB00310,2732.0,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
DB00391,5355.0,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
DB01023,3333.0,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
DB00334,135398745.0,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
DB01553,2816.0,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl
DB00408,3964.0,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
DB00952,4440.0,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
DB00912,65981.0,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
DB01403,72287.0,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C
DB00571,4946.0,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
DB01395,68873.0,CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C
DB00232,4121.0,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl
DB00903,3278.0,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl
DB00657,4032.0,CC1(C2CCC(C2)C1(C)NC)C
DB01145,5351.0,C1=CC(=CC=C1NCS(=O)O)S(=O)(=O)C2=CC=C(C=C2)NCS(=O)O
DB00508,5568.0,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
DB00514,5360696.0,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
DB00188,387447.0,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
DB01115,4485.0,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
DB09220,47528.0,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-]
DB00796,2540.0,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6
DB08816,9871419.0,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F
DB00208,5472.0,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
DB00820,110635.0,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
DB00687,31378.0,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
DB06335,11243969.0,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N
DB00196,3365.0,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
DB00338,4594.0,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
DB00619,5291.0,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
DB00794,4909.0,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
DB09143,24775005.0,CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F
DB06605,10182969.0,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N
DB04946,71360.0,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC
DB08864,6451164.0,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N
DB00754,3292.0,CCN1C(=O)C(NC1=O)C2=CC=CC=C2
DB06287,23724530.0,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC
DB00880,2720.0,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
DB01016,3488.0,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
DB00688,5281078.0,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O
DB08795,15574941.0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N=[N+]=[N-])C(=O)O)C
DB00479,37768.0,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
DB00535,6915944.0,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O
DB00937,7029.0,CCN(CC)C(C)C(=O)C1=CC=CC=C1
DB06772,9854073.0,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC
DB06695,135565674.0,CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4
DB00343,39186.0,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
DB00500,5509.0,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O
DB08916,10184653.0,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
DB00450,3168.0,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
DB09271,20054871.0,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)CC5CC5
DB00409,54477.0,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC
DB06684,6918314.0,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N
DB00327,5284570.0,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4
DB01247,3759.0,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2
DB00611,6916249.0,C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O
DB00706,129211.0,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
DB01012,156419.0,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F
DB08897,11434515.0,C1C[N+]2(CCC1C(C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5
DB04572,5453.0,C1CN1P(=S)(N2CC2)N3CC3
DB00620,31307.0,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
DB00495,35370.0,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
DB00384,5546.0,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
DB09242,4810.0,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC
DB00280,3114.0,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
DB06717,135413538.0,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F
DB00312,4737.0,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
DB06218,219078.0,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1
DB00374,6918140.0,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O
DB00700,443872.0,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC
DB00136,5280453.0,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
DB00950,3348.0,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O
DB00726,5584.0,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
DB01560,62258.0,CC(C(=O)C1=CC=CC=C1)N
DB01618,23897.0,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
DB04817,3111.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O
DB00875,5281881.0,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
DB01062,4634.0,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
DB01072,148192.0,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC
DB00540,4543.0,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DB06144,60149.0,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O
DB00452,8378.0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
DB01150,5281006.0,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O
DB08882,10096344.0,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C
DB00652,441278.0,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O
DB00321,2160.0,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
DB00705,5625.0,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C
DB00830,4762.0,CC1C(OCCN1)C2=CC=CC=C2
DB01274,3083544.0,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O
DB01037,26757.0,CC(CC1=CC=CC=C1)N(C)CC#C
DB00814,54677470.0,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
DB00311,3295.0,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N
DB00497,5284603.0,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O
DB00220,64143.0,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
DB00679,5452.0,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
DB01075,3100.0,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
DB01229,36314.0,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
DB08895,9926791.0,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
DB00209,5284632.0,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
DB04924,3792.0,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC
DB00410,446596.0,CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O
DB09268,5243.0,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)O)C3=CC=C(C=C3)OS(=O)(=O)O
DB00888,4033.0,CN(CCCl)CCCl
DB01656,449193.0,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F
DB01009,3825.0,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
DB09026,5493444.0,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N
DB00736,9568614.0,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
DB00519,5484727.0,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
DB01600,5468.0,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O
DB00608,2719.0,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
DB00612,2405.0,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
DB00641,54454.0,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
DB01251,91610.0,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C
DB00714,6005.0,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
DB00363,135398737.0,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42
DB00472,3386.0,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
DB00765,441350.0,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
DB01204,4212.0,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
DB01556,10007.0,CC(C)(CC1=CC=C(C=C1)Cl)N
DB09080,11504295.0,CC(C)(CC1=CC=C(C=C1)OC)NCC(C2=C3C(=CC(=C2)O)NC(=O)CO3)O
DB01120,3475.0,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
DB01601,92727.0,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O
DB00808,3702.0,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
DB00932,54682461.0,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4
DB00938,5152.0,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
DB00554,54676228.0,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
DB03619,222528.0,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
DB00559,104865.0,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
DB00181,2284.0,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
DB01591,154059.0,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5
DB01041,5426.0,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
DB01156,444.0,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
DB00857,1549008.0,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
DB04861,71301.0,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
DB00661,2520.0,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
DB00486,5284592.0,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O
DB00593,3291.0,CCC1(CC(=O)NC1=O)C
DB00924,2895.0,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
DB00300,5481350.0,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C
DB00573,3342.0,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
DB00543,2170.0,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
DB08933,3003141.0,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl
DB00904,4595.0,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
DB09300,160883.0,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
DB00289,54841.0,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
DB00974,6049.0,C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
DB00457,4893.0,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
DB00668,5816.0,CNCC(C1=CC(=C(C=C1)O)O)O
DB06616,5328940.0,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
DB00490,2477.0,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
DB01045,135398735.0,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
DB00524,4170.0,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
DB00776,34312.0,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
DB04868,644241.0,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
DB00206,5770.0,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
DB00176,5324346.0,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
DB00909,5734.0,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
DB02703,3000226.0,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C
DB06704,60860.0,C1=CC(=CC(=C1)I)CN=C(N)N
DB00454,4058.0,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
DB01624,5311507.0,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
DB00258,6116.0,CC(=O)[O-].CC(=O)[O-].[Ca+2]
DB00393,4497.0,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
DB00557,3658.0,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
DB00480,216326.0,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
DB00842,4616.0,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
DB01033,667490.0,C1=NC2=C(N1)C(=S)N=CN2
DB00035,5311065.0,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
DB00872,151171.0,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6
DB01032,4911.0,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
DB01059,4539.0,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
DB00683,4192.0,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
DB00268,5095.0,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
DB00690,3393.0,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
DB00231,5391.0,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
DB01200,31101.0,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O
DB01390,516892.0,C(=O)(O)[O-].[Na+]
DB01264,213039.0,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N
DB00541,5388993.0,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
DB00564,2554.0,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
DB00499,3397.0,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
DB09277,14989482.0,C[N+](C)(C)CCO.[Cl-]
DB00361,5311497.0,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
